age,job,marital,education,balance,housing,loan,contact,month,duration,campaign,pdays,previous,poutcome,y,y_binary,cluster,cluster_label
53,entrepreneur,married,primary,1034,yes,no,cellular,nov,854,2,170,3,other,no,0,0,Experienced
41,technician,single,tertiary,0,yes,no,cellular,nov,635,6,-1,0,unknown,no,0,1,Mass Market
47,self-employed,divorced,secondary,8515,yes,no,unknown,nov,14,7,112,4,other,no,0,0,Experienced
52,blue-collar,married,secondary,8979,yes,no,telephone,nov,72,3,-1,0,unknown,no,0,1,Mass Market
47,self-employed,married,primary,10697,no,no,cellular,nov,274,2,-1,0,unknown,no,0,1,Mass Market
40,entrepreneur,married,secondary,1349,no,no,cellular,nov,82,3,-1,0,unknown,no,0,1,Mass Market
38,self-employed,divorced,secondary,2,no,no,cellular,nov,291,2,-1,0,unknown,no,0,1,Mass Market
40,blue-collar,married,secondary,6767,yes,no,cellular,nov,97,2,-1,0,unknown,no,0,1,Mass Market
54,admin.,divorced,secondary,459,no,yes,telephone,nov,132,3,-1,0,unknown,no,0,1,Mass Market
55,entrepreneur,married,tertiary,625,no,no,telephone,nov,88,2,147,4,failure,no,0,0,Experienced
52,management,divorced,tertiary,427,no,yes,telephone,nov,36,3,-1,0,unknown,no,0,1,Mass Market
58,services,married,secondary,50,yes,no,cellular,nov,161,7,-1,0,unknown,no,0,1,Mass Market
52,management,single,tertiary,638,yes,yes,cellular,nov,77,2,-1,0,unknown,no,0,1,Mass Market
32,blue-collar,single,primary,1959,no,no,cellular,nov,348,3,-1,0,unknown,no,0,1,Mass Market
38,entrepreneur,married,tertiary,898,yes,no,cellular,nov,80,5,198,2,failure,no,0,1,Mass Market
37,technician,single,unknown,7245,no,no,cellular,nov,143,6,-1,0,unknown,no,0,1,Mass Market
33,services,married,secondary,1631,yes,no,cellular,nov,366,6,-1,0,unknown,no,0,1,Mass Market
35,management,married,tertiary,867,yes,no,cellular,nov,298,2,171,3,success,no,0,0,Experienced
56,management,married,tertiary,412,no,no,telephone,nov,179,6,-1,0,unknown,no,0,1,Mass Market
30,technician,single,secondary,458,no,no,cellular,nov,51,7,-1,0,unknown,no,0,1,Mass Market
31,management,married,tertiary,1224,yes,yes,cellular,nov,75,2,119,2,success,no,0,1,Mass Market
51,management,divorced,tertiary,2011,yes,no,cellular,nov,118,3,-1,0,unknown,no,0,1,Mass Market
40,blue-collar,married,secondary,1039,yes,no,cellular,nov,57,2,-1,0,unknown,no,0,1,Mass Market
47,technician,married,secondary,6704,yes,no,cellular,nov,37,2,-1,0,unknown,no,0,1,Mass Market
43,self-employed,single,primary,1337,yes,yes,cellular,nov,632,2,-1,0,unknown,no,0,1,Mass Market
41,technician,married,secondary,7870,yes,no,cellular,nov,48,2,-1,0,unknown,no,0,1,Mass Market
41,blue-collar,divorced,secondary,927,yes,no,cellular,nov,343,2,-1,0,unknown,no,0,1,Mass Market
45,technician,married,secondary,2128,no,yes,cellular,nov,48,3,-1,0,unknown,no,0,1,Mass Market
36,admin.,single,secondary,10041,yes,no,cellular,nov,91,2,184,1,other,no,0,1,Mass Market
32,unemployed,single,primary,911,no,yes,cellular,nov,42,7,-1,0,unknown,no,0,1,Mass Market
35,management,married,primary,-326,yes,yes,cellular,nov,518,2,-1,0,unknown,no,0,1,Mass Market
32,services,married,secondary,387,yes,no,cellular,nov,340,2,-1,0,unknown,no,0,1,Mass Market
41,blue-collar,single,secondary,495,yes,no,cellular,nov,379,2,-1,0,unknown,no,0,1,Mass Market
33,services,married,primary,6904,no,no,telephone,nov,114,2,-1,0,unknown,no,0,1,Mass Market
44,technician,married,tertiary,0,yes,yes,cellular,nov,286,6,191,2,failure,no,0,1,Mass Market
30,technician,divorced,secondary,3100,yes,no,cellular,nov,125,1,183,4,failure,no,0,0,Experienced
57,unemployed,divorced,secondary,3,no,no,cellular,nov,77,3,-1,0,unknown,no,0,1,Mass Market
31,blue-collar,married,primary,347,no,no,telephone,nov,21,1,-1,0,unknown,no,0,1,Mass Market
44,housemaid,single,secondary,299,no,no,cellular,nov,186,1,-1,0,unknown,no,0,1,Mass Market
31,management,married,secondary,625,yes,no,cellular,nov,136,1,-1,0,unknown,no,0,1,Mass Market
31,services,single,tertiary,461,no,no,cellular,nov,145,1,-1,0,unknown,no,0,1,Mass Market
32,technician,married,secondary,344,yes,no,cellular,nov,179,1,197,1,failure,no,0,1,Mass Market
33,services,married,secondary,293,yes,no,cellular,nov,834,3,-1,0,unknown,no,0,1,Mass Market
30,student,single,unknown,809,no,no,cellular,nov,26,5,171,2,failure,no,0,1,Mass Market
33,admin.,single,secondary,-266,no,yes,cellular,nov,459,1,-1,0,unknown,no,0,1,Mass Market
46,blue-collar,married,primary,5393,yes,no,cellular,nov,997,2,-1,0,unknown,no,0,1,Mass Market
46,management,married,tertiary,22452,yes,no,cellular,nov,284,1,-1,0,unknown,no,0,1,Mass Market
34,management,divorced,tertiary,582,no,no,cellular,nov,209,3,-1,0,unknown,no,0,1,Mass Market
41,services,married,secondary,3992,yes,no,telephone,nov,281,2,-1,0,unknown,no,0,1,Mass Market
33,management,single,secondary,20600,no,no,cellular,nov,125,1,-1,0,unknown,no,0,1,Mass Market
39,entrepreneur,married,secondary,5562,no,no,cellular,nov,149,3,-1,0,unknown,no,0,1,Mass Market
36,blue-collar,married,secondary,2426,yes,no,cellular,nov,308,1,-1,0,unknown,no,0,1,Mass Market
31,admin.,married,secondary,713,yes,no,cellular,nov,373,1,-1,0,unknown,no,0,1,Mass Market
44,blue-collar,married,primary,1766,yes,no,cellular,nov,100,1,-1,0,unknown,no,0,1,Mass Market
54,entrepreneur,divorced,tertiary,20527,no,no,telephone,nov,66,1,-1,0,unknown,no,0,1,Mass Market
35,management,divorced,tertiary,146,no,no,cellular,nov,392,2,106,2,success,no,0,1,Mass Market
49,self-employed,divorced,secondary,-478,yes,yes,cellular,nov,291,1,-1,0,unknown,no,0,1,Mass Market
32,technician,married,tertiary,4654,yes,yes,cellular,nov,276,1,128,2,failure,yes,1,1,Mass Market
41,blue-collar,single,secondary,-386,no,yes,cellular,nov,477,1,-1,0,unknown,yes,1,1,Mass Market
34,admin.,single,secondary,296,no,no,cellular,nov,68,1,136,4,failure,no,0,0,Experienced
37,management,married,secondary,66,yes,no,cellular,nov,86,1,-1,0,unknown,no,0,1,Mass Market
55,self-employed,married,secondary,12159,yes,no,cellular,nov,142,2,174,2,failure,no,0,1,Mass Market
35,management,married,tertiary,787,no,no,cellular,nov,49,1,-1,0,unknown,no,0,1,Mass Market
34,management,married,tertiary,179,yes,no,cellular,nov,184,1,-1,0,unknown,no,0,1,Mass Market
35,technician,married,secondary,0,no,no,cellular,nov,251,1,-1,0,unknown,no,0,1,Mass Market
41,unemployed,single,tertiary,4517,yes,no,cellular,nov,137,1,-1,0,unknown,no,0,1,Mass Market
45,management,single,tertiary,819,no,no,telephone,nov,25,8,-1,0,unknown,no,0,1,Mass Market
38,technician,single,tertiary,5122,yes,no,cellular,nov,370,1,184,1,failure,no,0,1,Mass Market
39,services,married,secondary,3294,no,yes,cellular,nov,116,1,-1,0,unknown,no,0,1,Mass Market
53,entrepreneur,married,unknown,7,no,no,cellular,nov,68,1,-1,0,unknown,no,0,1,Mass Market
34,management,single,tertiary,673,yes,yes,cellular,nov,271,1,184,1,failure,no,0,1,Mass Market
37,blue-collar,married,primary,8135,yes,no,cellular,nov,358,1,184,1,failure,no,0,1,Mass Market
30,management,married,tertiary,196,no,no,cellular,nov,68,1,101,4,other,no,0,0,Experienced
34,blue-collar,single,secondary,3043,yes,yes,cellular,nov,670,1,-1,0,unknown,yes,1,1,Mass Market
33,technician,single,secondary,247,yes,no,cellular,nov,428,1,-1,0,unknown,no,0,1,Mass Market
34,entrepreneur,married,tertiary,368,no,yes,cellular,nov,366,4,-1,0,unknown,no,0,1,Mass Market
35,management,married,primary,3369,no,no,cellular,nov,322,1,-1,0,unknown,no,0,1,Mass Market
49,blue-collar,married,primary,4455,yes,no,cellular,nov,140,1,-1,0,unknown,no,0,1,Mass Market
41,blue-collar,married,primary,2562,yes,no,cellular,nov,157,1,189,4,failure,no,0,0,Experienced
49,management,married,tertiary,852,yes,no,cellular,nov,408,1,-1,0,unknown,no,0,1,Mass Market
41,management,single,tertiary,195,no,no,cellular,nov,125,1,167,2,failure,no,0,1,Mass Market
40,services,single,secondary,1547,yes,no,cellular,nov,405,1,-1,0,unknown,yes,1,1,Mass Market
50,entrepreneur,married,tertiary,8649,yes,no,cellular,nov,141,1,-1,0,unknown,no,0,1,Mass Market
51,admin.,married,secondary,684,yes,no,cellular,nov,68,1,-1,0,unknown,no,0,1,Mass Market
57,management,divorced,tertiary,15062,no,no,telephone,nov,76,9,-1,0,unknown,no,0,1,Mass Market
37,management,single,tertiary,2875,no,no,cellular,nov,110,2,-1,0,unknown,no,0,1,Mass Market
38,technician,married,secondary,1448,yes,no,cellular,nov,415,1,-1,0,unknown,no,0,1,Mass Market
59,retired,married,secondary,667,no,no,cellular,nov,486,1,-1,0,unknown,no,0,1,Mass Market
59,management,divorced,secondary,1175,yes,no,cellular,nov,228,1,-1,0,unknown,no,0,1,Mass Market
32,blue-collar,single,primary,1426,yes,no,cellular,nov,114,1,-1,0,unknown,no,0,1,Mass Market
31,technician,married,secondary,1263,yes,no,cellular,nov,364,1,-1,0,unknown,no,0,1,Mass Market
34,technician,married,secondary,210,yes,yes,cellular,nov,199,1,-1,0,unknown,no,0,1,Mass Market
59,management,married,tertiary,98417,no,no,telephone,nov,145,5,-1,0,unknown,no,0,1,Mass Market
33,admin.,married,secondary,4902,yes,no,cellular,nov,110,1,-1,0,unknown,no,0,1,Mass Market
37,technician,married,secondary,523,yes,no,cellular,nov,232,4,-1,0,unknown,no,0,1,Mass Market
34,entrepreneur,married,secondary,3119,yes,no,cellular,nov,505,1,183,4,failure,no,0,0,Experienced
44,admin.,single,secondary,11,yes,no,cellular,nov,530,1,-1,0,unknown,no,0,1,Mass Market
36,blue-collar,married,secondary,270,yes,yes,cellular,nov,884,2,-1,0,unknown,no,0,1,Mass Market
38,management,single,tertiary,8953,no,yes,cellular,nov,301,1,-1,0,unknown,no,0,1,Mass Market
35,self-employed,single,tertiary,935,yes,no,cellular,nov,71,1,176,2,failure,no,0,1,Mass Market
30,management,married,secondary,11391,yes,no,cellular,nov,319,1,105,2,other,no,0,1,Mass Market
39,services,married,secondary,5549,yes,no,cellular,nov,157,1,-1,0,unknown,no,0,1,Mass Market
30,blue-collar,married,primary,5956,yes,yes,cellular,nov,405,1,139,1,failure,no,0,1,Mass Market
34,admin.,married,secondary,3185,yes,no,cellular,nov,93,1,191,1,failure,no,0,1,Mass Market
37,services,married,secondary,692,yes,no,telephone,nov,42,1,-1,0,unknown,no,0,1,Mass Market
46,blue-collar,married,primary,2558,yes,no,telephone,nov,107,1,167,1,other,no,0,1,Mass Market
52,management,married,tertiary,2708,yes,no,cellular,nov,231,1,-1,0,unknown,no,0,1,Mass Market
31,services,single,secondary,481,yes,no,cellular,nov,106,2,183,2,failure,no,0,1,Mass Market
42,management,married,tertiary,0,no,no,cellular,nov,90,2,-1,0,unknown,no,0,1,Mass Market
51,blue-collar,married,tertiary,2404,yes,no,telephone,nov,30,1,-1,0,unknown,no,0,1,Mass Market
31,blue-collar,married,secondary,3364,yes,no,cellular,nov,290,1,-1,0,unknown,no,0,1,Mass Market
32,services,single,tertiary,945,no,no,cellular,nov,531,1,-1,0,unknown,yes,1,1,Mass Market
31,blue-collar,single,primary,5972,no,no,telephone,nov,59,1,-1,0,unknown,no,0,1,Mass Market
39,blue-collar,married,secondary,660,yes,yes,cellular,nov,180,1,185,2,failure,no,0,1,Mass Market
47,admin.,single,primary,683,no,no,cellular,nov,101,1,-1,0,unknown,no,0,1,Mass Market
32,technician,single,secondary,6402,yes,no,cellular,nov,628,1,-1,0,unknown,yes,1,1,Mass Market
36,self-employed,single,secondary,1295,no,no,cellular,nov,1192,1,-1,0,unknown,yes,1,1,Mass Market
35,management,single,tertiary,1379,no,no,cellular,nov,370,1,-1,0,unknown,no,0,1,Mass Market
35,unemployed,married,primary,8489,yes,no,cellular,nov,217,1,-1,0,unknown,no,0,1,Mass Market
34,self-employed,single,tertiary,6,no,no,cellular,nov,501,2,-1,0,unknown,no,0,1,Mass Market
39,admin.,married,secondary,3655,no,no,cellular,nov,422,1,-1,0,unknown,no,0,1,Mass Market
34,technician,single,tertiary,9851,yes,no,cellular,nov,128,5,-1,0,unknown,no,0,1,Mass Market
52,management,married,primary,57,yes,yes,cellular,nov,45,1,196,1,failure,no,0,1,Mass Market
31,unemployed,married,tertiary,3640,no,no,cellular,nov,120,1,-1,0,unknown,no,0,1,Mass Market
43,admin.,married,unknown,1998,yes,no,cellular,nov,48,4,-1,0,unknown,no,0,1,Mass Market
42,management,single,tertiary,7104,no,no,cellular,nov,20,6,-1,0,unknown,no,0,1,Mass Market
42,blue-collar,married,secondary,3,yes,no,telephone,nov,47,1,190,1,failure,no,0,1,Mass Market
40,housemaid,divorced,secondary,1194,yes,no,cellular,nov,99,2,-1,0,unknown,no,0,1,Mass Market
33,blue-collar,married,primary,0,yes,no,cellular,nov,173,1,-1,0,unknown,no,0,1,Mass Market
40,technician,single,secondary,572,no,no,cellular,nov,67,1,91,2,failure,no,0,1,Mass Market
35,technician,married,secondary,4323,yes,yes,cellular,nov,126,1,-1,0,unknown,no,0,1,Mass Market
45,technician,married,secondary,6993,yes,no,cellular,nov,283,1,-1,0,unknown,yes,1,1,Mass Market
33,technician,married,secondary,3071,yes,yes,cellular,nov,46,2,122,1,failure,no,0,1,Mass Market
41,blue-collar,married,secondary,2913,no,no,cellular,nov,1058,1,-1,0,unknown,no,0,1,Mass Market
32,blue-collar,married,primary,187,no,no,cellular,nov,485,1,134,1,failure,no,0,1,Mass Market
47,self-employed,married,secondary,4420,yes,yes,cellular,nov,454,1,-1,0,unknown,yes,1,1,Mass Market
35,blue-collar,married,tertiary,199,yes,yes,cellular,nov,176,1,-1,0,unknown,no,0,1,Mass Market
38,admin.,married,secondary,76,no,no,cellular,nov,129,1,-1,0,unknown,no,0,1,Mass Market
41,technician,married,secondary,4711,yes,no,cellular,nov,401,2,-1,0,unknown,no,0,1,Mass Market
33,technician,married,tertiary,15169,yes,no,cellular,nov,103,1,-1,0,unknown,no,0,1,Mass Market
53,technician,married,unknown,9252,no,no,cellular,nov,277,1,-1,0,unknown,no,0,1,Mass Market
47,self-employed,married,primary,574,yes,no,cellular,nov,137,5,-1,0,unknown,no,0,1,Mass Market
49,management,divorced,tertiary,20727,no,no,cellular,nov,88,2,-1,0,unknown,no,0,1,Mass Market
30,blue-collar,married,secondary,10395,yes,no,cellular,nov,121,1,-1,0,unknown,no,0,1,Mass Market
35,services,single,secondary,5551,yes,no,cellular,nov,258,1,-1,0,unknown,no,0,1,Mass Market
51,housemaid,married,secondary,294,no,no,cellular,nov,640,1,-1,0,unknown,no,0,1,Mass Market
31,management,married,secondary,1064,no,no,telephone,nov,60,1,-1,0,unknown,no,0,1,Mass Market
33,blue-collar,married,primary,5151,yes,yes,cellular,nov,73,1,178,4,failure,no,0,0,Experienced
33,admin.,married,secondary,7,yes,no,cellular,nov,203,1,-1,0,unknown,no,0,1,Mass Market
40,management,married,tertiary,542,yes,no,cellular,nov,1816,1,-1,0,unknown,no,0,1,Mass Market
45,entrepreneur,divorced,secondary,1187,no,yes,cellular,nov,157,1,-1,0,unknown,no,0,1,Mass Market
49,blue-collar,married,secondary,8545,yes,yes,cellular,nov,175,1,-1,0,unknown,no,0,1,Mass Market
35,management,divorced,tertiary,141,no,yes,cellular,nov,728,1,-1,0,unknown,yes,1,1,Mass Market
33,blue-collar,married,secondary,1402,no,no,cellular,nov,63,5,-1,0,unknown,no,0,1,Mass Market
36,services,married,secondary,11462,yes,no,cellular,nov,993,1,-1,0,unknown,yes,1,1,Mass Market
38,blue-collar,married,secondary,6994,yes,no,cellular,nov,150,2,-1,0,unknown,no,0,1,Mass Market
32,blue-collar,married,primary,2085,yes,yes,cellular,nov,146,1,185,3,failure,no,0,0,Experienced
35,blue-collar,single,secondary,142,yes,no,cellular,nov,155,1,-1,0,unknown,no,0,1,Mass Market
54,self-employed,married,primary,2132,no,yes,cellular,nov,91,1,-1,0,unknown,no,0,1,Mass Market
41,management,married,tertiary,-195,no,yes,cellular,nov,112,1,-1,0,unknown,no,0,1,Mass Market
39,technician,single,secondary,1104,no,no,cellular,nov,333,2,105,2,success,no,0,1,Mass Market
30,admin.,married,secondary,3750,yes,no,cellular,nov,124,1,-1,0,unknown,no,0,1,Mass Market
39,services,divorced,secondary,892,yes,no,cellular,nov,34,1,171,1,failure,no,0,1,Mass Market
55,self-employed,married,secondary,2408,no,no,telephone,nov,172,1,-1,0,unknown,no,0,1,Mass Market
59,retired,married,secondary,11,no,no,cellular,nov,318,2,-1,0,unknown,no,0,1,Mass Market
57,self-employed,divorced,tertiary,6519,no,no,cellular,nov,1040,1,-1,0,unknown,no,0,1,Mass Market
39,blue-collar,married,secondary,4777,yes,no,cellular,nov,103,1,-1,0,unknown,no,0,1,Mass Market
55,management,married,tertiary,1161,yes,no,cellular,nov,8,6,-1,0,unknown,no,0,1,Mass Market
34,admin.,single,secondary,3626,yes,yes,cellular,nov,88,2,-1,0,unknown,no,0,1,Mass Market
50,blue-collar,divorced,primary,1545,yes,no,cellular,nov,25,1,-1,0,unknown,no,0,1,Mass Market
51,technician,married,secondary,500,yes,no,cellular,nov,26,6,-1,0,unknown,no,0,1,Mass Market
34,management,married,primary,2200,no,no,cellular,nov,168,1,-1,0,unknown,no,0,1,Mass Market
33,management,married,tertiary,2098,no,no,cellular,nov,67,1,-1,0,unknown,no,0,1,Mass Market
33,student,married,tertiary,3214,no,no,cellular,nov,60,1,-1,0,unknown,no,0,1,Mass Market
54,management,married,tertiary,2960,yes,no,cellular,nov,83,1,-1,0,unknown,no,0,1,Mass Market
45,management,married,tertiary,96,yes,no,cellular,nov,167,1,127,1,failure,no,0,1,Mass Market
40,management,married,primary,214,yes,no,cellular,nov,59,4,-1,0,unknown,no,0,1,Mass Market
42,entrepreneur,married,secondary,0,yes,no,cellular,nov,73,4,-1,0,unknown,no,0,1,Mass Market
32,technician,single,secondary,137,no,no,cellular,nov,302,4,-1,0,unknown,no,0,1,Mass Market
34,blue-collar,single,secondary,7541,no,no,cellular,nov,541,1,-1,0,unknown,no,0,1,Mass Market
51,admin.,married,secondary,3736,no,no,cellular,nov,92,1,-1,0,unknown,no,0,1,Mass Market
51,blue-collar,married,primary,0,no,no,cellular,nov,85,1,-1,0,unknown,no,0,1,Mass Market
43,blue-collar,single,primary,13620,yes,no,cellular,nov,128,1,-1,0,unknown,no,0,1,Mass Market
55,blue-collar,married,unknown,2691,yes,no,cellular,nov,278,1,104,2,other,no,0,1,Mass Market
56,management,married,primary,772,yes,no,telephone,nov,291,1,-1,0,unknown,no,0,1,Mass Market
31,unemployed,single,unknown,167,no,no,cellular,nov,316,1,-1,0,unknown,no,0,1,Mass Market
32,management,single,tertiary,574,yes,no,cellular,nov,171,1,127,2,failure,no,0,1,Mass Market
34,technician,married,tertiary,8077,yes,no,cellular,nov,278,2,-1,0,unknown,no,0,1,Mass Market
46,blue-collar,married,secondary,3999,no,no,cellular,nov,202,1,-1,0,unknown,no,0,1,Mass Market
30,services,divorced,secondary,341,yes,no,cellular,nov,478,1,-1,0,unknown,yes,1,1,Mass Market
50,management,married,secondary,0,yes,no,cellular,nov,152,1,190,1,failure,no,0,1,Mass Market
35,management,married,tertiary,1801,no,no,cellular,nov,53,1,-1,0,unknown,no,0,1,Mass Market
54,blue-collar,married,primary,4608,no,no,telephone,nov,352,3,-1,0,unknown,no,0,1,Mass Market
32,blue-collar,single,secondary,8859,yes,no,cellular,nov,252,1,-1,0,unknown,no,0,1,Mass Market
35,admin.,married,tertiary,12634,no,no,cellular,nov,114,1,-1,0,unknown,no,0,1,Mass Market
33,technician,married,tertiary,6843,no,no,cellular,nov,755,1,100,10,other,yes,1,0,Experienced
47,technician,married,secondary,1465,yes,no,cellular,nov,26,1,190,2,failure,no,0,1,Mass Market
40,entrepreneur,married,tertiary,70,no,no,cellular,nov,57,1,-1,0,unknown,no,0,1,Mass Market
52,management,married,tertiary,6909,no,no,cellular,nov,223,1,-1,0,unknown,no,0,1,Mass Market
33,blue-collar,single,secondary,2945,no,no,cellular,nov,91,1,-1,0,unknown,no,0,1,Mass Market
36,management,married,tertiary,2326,yes,no,cellular,nov,7,5,-1,0,unknown,no,0,1,Mass Market
46,blue-collar,divorced,secondary,931,no,yes,cellular,nov,90,2,-1,0,unknown,no,0,1,Mass Market
32,self-employed,married,tertiary,266,no,yes,cellular,nov,228,1,-1,0,unknown,no,0,1,Mass Market
30,services,married,secondary,586,yes,no,cellular,nov,148,6,176,4,failure,no,0,0,Experienced
52,entrepreneur,married,secondary,0,no,yes,cellular,nov,199,2,-1,0,unknown,no,0,1,Mass Market
35,blue-collar,single,secondary,448,no,yes,cellular,nov,1031,6,-1,0,unknown,no,0,1,Mass Market
47,blue-collar,single,secondary,1976,no,yes,cellular,nov,82,1,-1,0,unknown,no,0,1,Mass Market
33,blue-collar,married,primary,1416,yes,no,cellular,nov,60,1,-1,0,unknown,no,0,1,Mass Market
33,self-employed,single,tertiary,9670,no,no,cellular,nov,204,1,-1,0,unknown,no,0,1,Mass Market
54,blue-collar,divorced,secondary,615,no,yes,cellular,nov,230,1,-1,0,unknown,no,0,1,Mass Market
32,blue-collar,divorced,secondary,658,no,no,cellular,nov,173,2,-1,0,unknown,no,0,1,Mass Market
34,blue-collar,single,secondary,79,no,yes,cellular,nov,104,1,-1,0,unknown,no,0,1,Mass Market
33,self-employed,married,tertiary,3064,no,no,cellular,nov,309,1,-1,0,unknown,no,0,1,Mass Market
49,entrepreneur,married,tertiary,893,no,no,cellular,nov,74,1,-1,0,unknown,no,0,1,Mass Market
32,blue-collar,married,secondary,0,yes,no,cellular,nov,189,1,170,1,other,no,0,1,Mass Market
47,management,divorced,tertiary,0,no,yes,cellular,nov,18,6,-1,0,unknown,no,0,1,Mass Market
52,services,married,secondary,10021,no,no,cellular,nov,174,1,-1,0,unknown,no,0,1,Mass Market
34,self-employed,married,tertiary,7602,no,no,cellular,nov,222,1,-1,0,unknown,no,0,1,Mass Market
41,blue-collar,married,primary,7735,yes,no,cellular,nov,220,1,190,1,failure,no,0,1,Mass Market
53,entrepreneur,married,tertiary,0,no,no,cellular,nov,520,2,-1,0,unknown,no,0,1,Mass Market
40,technician,married,secondary,4341,no,no,cellular,nov,290,1,-1,0,unknown,no,0,1,Mass Market
49,management,single,tertiary,7443,no,no,telephone,nov,35,2,-1,0,unknown,no,0,1,Mass Market
51,admin.,married,secondary,1535,no,yes,cellular,nov,365,1,-1,0,unknown,no,0,1,Mass Market
59,admin.,married,secondary,1473,no,no,telephone,nov,106,1,-1,0,unknown,no,0,1,Mass Market
32,blue-collar,single,primary,36,yes,no,cellular,nov,290,2,-1,0,unknown,no,0,1,Mass Market
36,management,married,tertiary,11675,yes,no,cellular,nov,48,1,-1,0,unknown,no,0,1,Mass Market
50,blue-collar,married,primary,808,yes,no,cellular,nov,302,3,-1,0,unknown,no,0,1,Mass Market
37,entrepreneur,married,tertiary,264,yes,yes,cellular,nov,276,1,157,1,failure,no,0,1,Mass Market
55,management,divorced,tertiary,29484,no,no,cellular,nov,151,2,-1,0,unknown,no,0,1,Mass Market
56,management,married,tertiary,424,yes,yes,cellular,nov,113,5,-1,0,unknown,no,0,1,Mass Market
35,blue-collar,married,secondary,450,no,no,cellular,nov,95,2,-1,0,unknown,no,0,1,Mass Market
30,blue-collar,married,secondary,501,yes,yes,cellular,nov,994,1,177,1,failure,yes,1,1,Mass Market
52,management,married,tertiary,6922,no,no,cellular,nov,371,1,-1,0,unknown,no,0,1,Mass Market
38,self-employed,married,secondary,215,yes,no,cellular,nov,70,1,167,1,failure,no,0,1,Mass Market
48,services,divorced,secondary,4906,yes,no,cellular,nov,200,1,190,1,failure,no,0,1,Mass Market
31,technician,married,secondary,503,no,no,cellular,nov,178,1,-1,0,unknown,no,0,1,Mass Market
32,services,single,secondary,5806,yes,no,cellular,nov,1503,2,-1,0,unknown,yes,1,1,Mass Market
34,entrepreneur,married,tertiary,7962,yes,no,cellular,nov,96,2,-1,0,unknown,no,0,1,Mass Market
30,technician,single,secondary,2153,no,no,telephone,nov,29,1,-1,0,unknown,no,0,1,Mass Market
45,admin.,divorced,secondary,8032,no,no,cellular,nov,73,1,-1,0,unknown,no,0,1,Mass Market
34,entrepreneur,married,secondary,455,yes,no,cellular,nov,88,1,-1,0,unknown,no,0,1,Mass Market
51,blue-collar,married,secondary,8180,yes,no,cellular,nov,86,1,-1,0,unknown,no,0,1,Mass Market
35,technician,divorced,secondary,127,no,no,cellular,nov,94,2,-1,0,unknown,no,0,1,Mass Market
56,technician,divorced,tertiary,401,yes,no,telephone,nov,26,1,-1,0,unknown,no,0,1,Mass Market
30,blue-collar,married,secondary,2289,yes,yes,cellular,nov,133,1,-1,0,unknown,no,0,1,Mass Market
50,blue-collar,married,primary,4121,yes,yes,cellular,nov,177,1,-1,0,unknown,no,0,1,Mass Market
54,management,married,primary,1691,yes,no,cellular,nov,186,1,-1,0,unknown,no,0,1,Mass Market
31,services,single,secondary,900,yes,no,cellular,nov,321,2,190,4,other,no,0,0,Experienced
33,entrepreneur,married,primary,2339,yes,yes,cellular,nov,220,1,-1,0,unknown,no,0,1,Mass Market
41,admin.,married,secondary,683,no,yes,cellular,nov,77,1,-1,0,unknown,no,0,1,Mass Market
38,blue-collar,married,primary,433,no,no,cellular,nov,81,2,136,3,failure,no,0,0,Experienced
52,blue-collar,divorced,primary,0,no,no,cellular,nov,19,1,-1,0,unknown,no,0,1,Mass Market
40,management,married,tertiary,196,yes,no,cellular,nov,40,1,-1,0,unknown,no,0,1,Mass Market
38,management,divorced,tertiary,4335,yes,no,cellular,nov,640,1,-1,0,unknown,no,0,1,Mass Market
35,blue-collar,married,secondary,5304,yes,no,cellular,nov,340,1,183,2,failure,no,0,1,Mass Market
34,services,divorced,secondary,797,yes,no,cellular,nov,88,1,126,1,failure,no,0,1,Mass Market
34,entrepreneur,divorced,tertiary,262,no,no,cellular,nov,371,1,-1,0,unknown,no,0,1,Mass Market
53,admin.,married,secondary,8892,yes,no,cellular,nov,151,1,-1,0,unknown,no,0,1,Mass Market
45,entrepreneur,married,tertiary,20138,yes,no,cellular,nov,871,5,-1,0,unknown,yes,1,1,Mass Market
31,technician,married,secondary,450,no,yes,cellular,nov,111,2,129,4,failure,no,0,0,Experienced
48,entrepreneur,divorced,tertiary,3520,yes,no,cellular,nov,73,4,-1,0,unknown,no,0,1,Mass Market
57,management,married,tertiary,412,no,no,cellular,nov,123,1,-1,0,unknown,no,0,1,Mass Market
47,services,married,secondary,1315,no,no,cellular,nov,329,4,-1,0,unknown,yes,1,1,Mass Market
39,blue-collar,single,secondary,519,yes,yes,cellular,nov,149,1,155,14,failure,no,0,0,Experienced
37,management,married,tertiary,7100,no,no,cellular,nov,757,2,-1,0,unknown,no,0,1,Mass Market
31,entrepreneur,married,secondary,1539,yes,yes,cellular,nov,67,6,177,9,failure,no,0,0,Experienced
32,entrepreneur,married,tertiary,3192,no,no,cellular,nov,44,1,-1,0,unknown,no,0,1,Mass Market
33,entrepreneur,married,tertiary,0,no,no,cellular,nov,232,1,-1,0,unknown,no,0,1,Mass Market
32,services,married,secondary,11512,yes,no,cellular,nov,301,1,183,1,failure,no,0,1,Mass Market
52,entrepreneur,married,tertiary,1115,yes,no,cellular,nov,69,1,164,2,failure,no,0,1,Mass Market
31,blue-collar,single,secondary,5607,no,no,cellular,nov,183,2,184,1,failure,no,0,1,Mass Market
